count,message,machine_translation,case_date
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 28.02.2023 № 73/3-112-2023,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 73/3-112-2023 dated 28.02.2023,"Feb 28, 2023"
97,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 28.04.2022 № 27-31-2022/Ид5772-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id5772-22 dated 28.04.2022,"Apr 28, 2022"
44,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 28.04.2022 № 73/3-105-2022,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 73/3-105-2022 dated 28.04.2022,"Apr 28, 2022"
56,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 28.05.2022 № 27-31-2022/Треб650-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb650-22 dated 28.05.2022,"May 28, 2022"
14,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 28.10.2022 № 27-31-2022/Ид15316-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id15316-22 dated 28.10.2022,"Oct 28, 2022"
17,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 28.10.2022 №27-31-2022/Ид15354-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation №27-31-2022/Id15354-22 dated 28.10.2022,"Oct 28, 2022"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 28.10.2022 № 27-31-2022/Ид15412-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id15412-22 dated 28.10.2022,"Oct 28, 2022"
3,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 29.03.2023 № 27-31-2023/Ид4725-23,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2023/Id4725-23 from 29.03.2023,"Mar 29, 2023"
46,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 29.04.2022 № 27-31-2022/Ид5941-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id5941-22 dated 29.04.2022,"Apr 29, 2022"
643,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 29.06.2022 № 27-31-2022/Ид9072-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id9072-22 dated 29.06.2022,"Jun 29, 2022"
60,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 29.06.2022 № 27-31-2022/Треб788-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb788-22 dated 29.06.2022,"Jun 29, 2022"
27,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 29.08.2022 № 27-31-2022/Ид12030-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id12030-22 dated 29.08.2022,"Aug 29, 2022"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 29.12.2015 № 27-31-2015/Ид4445-15,This material is blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation from 29.12.2015 № 27-31-2015/Id4445-15,"Dec 29, 2015"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 30.01.2023 № 27-31-2023/Ид1256-23,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2023/Id1256-23 dated 30.01.2023,"Jan 30, 2023"
42,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 30.03.2022 № 27-31-2022/Ид4184-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id4184-22 dated 30.03.2022,"Mar 30, 2022"
8,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 30.04.2022 № 27-31-2022/Ид5938-22,This material has been blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id5938-22 dated 30.04.2022,"Apr 30, 2022"
93,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 30.05.2022 № 27-31-2022/Треб659-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Treb659-22 dated 30.05.2022,"May 30, 2022"
35,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 30.06.2022 № 27-31-2022/Ид8748-22,This material has been blocked on the territory of the Russian Federation based on the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id8748-22 dated 30.06.2022,"Jun 30, 2022"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 30.07.2022 № 27-31-2022/Ид9681-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id9681-22 dated 30.07.2022,"Jul 30, 2022"
236,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 30.07.2022 № 27-31-2022/Треб855-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb855-22 dated 30.07.2022,"Jul 30, 2022"
102,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 30.08.2022 № 27-31-2022/Ид12107-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id12107-22 dated 30.08.2022,"Aug 30, 2022"
2,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 30.09.2022 № 27-31-2022/Ид13826-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id13826-22 dated 30.09.2022,"Sep 30, 2022"
7,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 31.01.2022 № 27-31-2023/Ид1325-23,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2023/Id1325-23 dated 31.01.2022,"Jan 31, 2022"
1327,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 31.03.2022 № 27-31-2022/Ид4248-22,This material is blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id4248-22 dated 31.03.2022,"Mar 31, 2022"
128,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 31.08.2022 № 27-31-2022/Ид12178-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id12178-22 dated 31.08.2022,"Aug 31, 2022"
7,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 31.08.2022 № 27-31-2022/Ид12180-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id12180-22 dated 31.08.2022,"Aug 31, 2022"
1,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 31.10.2017 № 27-31-2017Ид5684-17,This material is blocked on the territory of the Russian Federation on the basis of the request of the Prosecutor General's Office of the Russian Federation from 31.10.2017 № 27-31-2017Id5684-17,"Oct 31, 2017"
65,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от № 27-31-2022/Ид12445-22 от 06.09.2022,This material is blocked on the territory of the Russian Federation on the basis of the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id12445-22 dated 06.09.2022,"Sep 6, 2022"
14,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры РФ № 27-31-2022/Ид13550-22 от 27.09.2022,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id13550-22 of 27.09.2022,"Sep 27, 2022"
72,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры РФ № 27-31-2022/Ид13675-22 от 29.09.2022,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id13675-22 of 29.09.2022,"Sep 29, 2022"
177,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры РФ № 27-31-2022/Ид13696-22 от 29.09.2022,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id13696-22 of 29.09.2022,"Sep 29, 2022"
4213,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры РФ № 27-31-2022/Ид13719-22 от 30.09.2022,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id13719-22 of 30.09.2022,"Sep 30, 2022"
12,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры РФ от 01.03.2022 № 27-31-2020/Ид2374-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2020/Id2374-22 dated 01.03.2022,"Mar 1, 2022"
48,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры РФ от 09.03.2022 № 37-31-2022/Треб273-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 37-31-2022/Treb273-22 dated 09.03.2022,"Mar 9, 2022"
28126,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры РФ от 24.02.2022 № 27-31-2020/Ид2145-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2020/Id2145-22 dated 24.02.2022,"Feb 24, 2022"
123,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры РФ от 25.03.2022 № 27-31-2022/Треб354-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb354-22 dated 25.03.2022,"Mar 25, 2022"
6,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры РФ от 26.03.2022 № 27-31-2020/Ид3922-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2020/Id3922-22 dated 26.03.2022,"Mar 26, 2022"
2931,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры РФ от 26.09.2022 № 27-31-2022/Ид13509-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id13509-22 dated 26.09.2022,"Sep 26, 2022"
10,Этот материал заблокирован на территории РФ На основании требования Генеральной прокуратуры РФ от 26.09.2022 № 27-31-2022/Ид13509-22,This material has been blocked on the territory of the Russian Federation Based on the request of the General Prosecutor's Office of the Russian Federation dated 26.09.2022 № 27-31-2022/Id13509-22,"Sep 26, 2022"
20,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры РФ от 27.02.2022 № 27-31-2022/Треб230-22,This material has been blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb230-22 dated 27.02.2022,"Feb 27, 2022"
5,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры РФ от 28.09.2022 № 27-31-2022/Ид13586-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id13586-22 dated 28.09.2022,"Sep 28, 2022"
252,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры РФ от 30.09.2022 № 27-31-2022/Ид13785-22,This material is blocked on the territory of the Russian Federation based on the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id13785-22 dated 30.09.2022,"Sep 30, 2022"
7,Этот материал заблокирован на территории РФ от 05.08.2022 № 27-31-2022/Ид10925-22 от 05.08.2022 № 27-31-2022/Ид10925-22,This material is blocked on the territory of the Russian Federation from 05.08.2022 № 27-31-2022/Id10925-22 from 05.08.2022 № 27-31-2022/Id10925-22,"Aug 5, 2022"
15,Этот материал заблокирован на территории РФ по требованию Роскомнадзора на основании решения Генеральной прокуратуры № 27-27-2014/Ид1137-14 от 10.04.2014,This material was blocked on the territory of the Russian Federation at the request of Roskomnadzor based on the decision of the Prosecutor General's Office No. 27-27-2014/Id1137-14 of 10.04.2014,"Apr 10, 2014"
2,Этот материал заблокирован на территории РФ по требованию Роскомнадзора на основании решения Генеральной прокуратуры № 27-27-2014/Ид1137-14 от 19.06.2014,This material was blocked on the territory of the Russian Federation at the request of Roskomnadzor based on the decision of the Prosecutor General's Office No. 27-27-2014/Id1137-14 of 19.06.2014,"Jun 19, 2014"
12,Этот материал заблокирован на территории РФ по требованию Роскомнадзора на основании решения Генеральной прокуратуры № 27-27-2014/Ид670-14 от 07.05.2014,This material was blocked on the territory of the Russian Federation at the request of Roskomnadzor based on the decision of the Prosecutor General's Office No. 27-27-2014/Id670-14 of 07.05.2014,"May 7, 2014"
593,Этот материал заблокирован на территории РФ по требованию Роскомнадзора на основании решения Генеральной прокуратуры № 27-27-2014/Ид670-14 от 10.04.2014,This material was blocked on the territory of the Russian Federation at the request of Roskomnadzor based on the decision of the Prosecutor General's Office No. 27-27-2014/Id670-14 of 10.04.2014,"Apr 10, 2014"
1,Этот материал заблокирован на территории РФ по требованию Роскомнадзора на основании решения Генеральной прокуратуры № 27-27-2014/Ид670-14 от 17.03.2014,This material was blocked on the territory of the Russian Federation at the request of Roskomnadzor based on the decision of the Prosecutor General's Office No. 27-27-2014/Id670-14 of 17.03.2014,"Mar 17, 2014"
103,Этот материал заблокирован на территории РФ по требованию Роскомнадзора на основании решения Генеральной прокуратуры № 27-27-2014 от 04.03.2014,This material was blocked on the territory of the Russian Federation at the request of Roskomnadzor on the basis of the decision of the Prosecutor General's Office № 27-27-2014 from 04.03.2014,"Mar 4, 2014"
60,Этот материал заблокирован на территории РФ по требованию Роскомнадзора на основании решения Генеральной прокуратуры № 39-88-2014 от 21.04.2014,This material was blocked on the territory of the Russian Federation at the request of Roskomnadzor based on the decision of the Prosecutor General's Office No. 39-88-2014 of 21.04.2014,"Apr 21, 2014"
569,Этот материал заблокирован на территории РФ решением Роскомнадзора №01КМ-7376 от 02.03.2014,This material was blocked on the territory of the Russian Federation by the decision of Roskomnadzor №01KM-7376 from 02.03.2014,"Mar 2, 2014"
1,Этот материал заблокирован на территории РФ согласно требованию Генеральной прокуратуры Российской Федерации от 01.04.2022 № 27-31-2022/Ид4326-22,This material is blocked on the territory of the Russian Federation according to the request of the Prosecutor General's Office of the Russian Federation № 27-31-2022/Id4326-22 from 01.04.2022,"Apr 1, 2022"
3,Этот материал заблокирован на территории РФ согласно требованию Генеральной прокуратуры Российской Федерации от 02.04.2022 № 27-31-2022/Ид4340-22,This material is blocked on the territory of the Russian Federation in accordance with the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id4340-22 dated 02.04.2022,"Apr 2, 2022"
45,Этот материал заблокирован на территории РФ согласно требованию Генеральной прокуратуры Российской Федерации от 04.04.2022 № 27-31-2022/Ид4442-22,This material is blocked on the territory of the Russian Federation in accordance with the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Id4442-22 dated 04.04.2022,"Apr 4, 2022"
1,Этот материал заблокирован на территории РФ согласно требованию Генеральной прокуратуры Российской Федерации от 11.06.2020 № 27-31-2020/Ид6424-20,This material has been blocked on the territory of the Russian Federation in accordance with the request of the Prosecutor General's Office of the Russian Federation № 27-31-2020/Id6424-20 dated 11.06.2020,"Jun 11, 2020"
171,Этот материал заблокирован на территории РФ согласно требованию Генеральной прокуратуры Российской Федерации от 12.03.2015 № 27-31-2015/Ид831-15,This material is blocked on the territory of the Russian Federation in accordance with the request of the Prosecutor General's Office of the Russian Federation from 12.03.2015 № 27-31-2015/Id831-15,"Mar 12, 2015"
77,Этот материал заблокирован на территории РФ согласно требованию Генеральной прокуратуры Российской Федерации от 24.02.2022 № 27-31-2020/Ид2145-2,This material is blocked on the territory of the Russian Federation in accordance with the request of the General Prosecutor's Office of the Russian Federation № 27-31-2020/Id2145-2 dated 24.02.2022,"Feb 24, 2022"
86867,Этот материал заблокирован на территории РФ согласно требованию Генеральной прокуратуры Российской Федерации от 24.02.2022 № 27-31-2020/Ид2145-22,This material is blocked on the territory of the Russian Federation in accordance with the request of the General Prosecutor's Office of the Russian Federation № 27-31-2020/Id2145-22 dated 24.02.2022,"Feb 24, 2022"
34,Этот материал заблокирован на территории РФ согласно требованию Генеральной прокуратуры Российской Федерации от 27.02.2022 № 27-31-2022/Треб228,This material is blocked on the territory of the Russian Federation in accordance with the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb228 dated 27.02.2022,"Feb 27, 2022"
6254,Этот материал заблокирован на территории РФ согласно требованию Генеральной прокуратуры Российской Федерации от 27.02.2022 № 27-31-2022/Треб228-22,This material is blocked on the territory of the Russian Federation in accordance with the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb228-22 dated 27.02.2022,"Feb 27, 2022"
283,Этот материал заблокирован на территории РФ согласно требованию Генеральной прокуратуры Российской Федерации от 27.02.2022 № 27-31-2022/Треб230-22,This material is blocked on the territory of the Russian Federation in accordance with the request of the General Prosecutor's Office of the Russian Federation № 27-31-2022/Treb230-22 dated 27.02.2022,"Feb 27, 2022"
190,Этот материал заблокирован на территории РФ согласно требованию Генеральной прокуратуры Российской Федерации от от 06.04.2022 № 27-31-2022/Ид4584-22,This material is blocked on the territory of the Russian Federation in accordance with the request of the General Prosecutor's Office of the Russian Federation dated 06.04.2022 № 27-31-2022/Id4584-22,"Apr 6, 2022"
,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации № 27-31-2022/Ид13058-22 от 17.09.2022,This material has been blocked on the territory of the Russian Federation based on request of the General Prosecutor's Office of the Russian Federation No. 27-31-2022/Id13058-22 of 17.09.2022,"Sep 17, 2022"
,Этот материал заблокирован на территории РФ на основании требования Генеральной прокуратуры Российской Федерации от 25.01.2023 № 27-31-2023/Ид913-23,"This material was blocked in the Russian Federation by order of the Prosecutor General's Office of the Russian Federation of 25 January 2023, No. 27-31-2023/Id913-23","Jan 25, 2023"
